Cost Type,Project Type,*Status Code,*Ledger ID,*Effective Date of Transaction,*Journal Source,*Journal Category,*Currency Code,*Journal Entry Creation Date,*Actual Flag,Segment1,Segment2,Segment3,Segment4,Segment5,Segment6,Segment7,Segment8,Segment9,Segment10,Segment11,Segment12,Segment13,Segment14,Segment15,Segment16,Segment17,Segment18,Segment19,Segment20,Segment21,Segment22,Segment23,Segment24,Segment25,Segment26,Segment27,Segment28,Segment29,Segment30,Entered DR,Entered CR,Converted Debit Amount,Converted Credit Amount,REFERENCE1 (Batch Name),REFERENCE2 (Batch Description),REFERENCE3,REFERENCE4 (Journal Entry Name),REFERENCE5 (Journal Entry Description),REFERENCE6 (Journal Entry Reference),REFERENCE7 (Journal Entry Reversal flag),REFERENCE8 (Journal Entry Reversal Period),REFERENCE9 (Journal Reversal Method),REFERENCE10 (Journal Entry Line Description),Reference column 1,Reference column 2,Reference column 3,Reference column 4,Reference column 5,Reference column 6,Reference column 7,Reference column 8,Reference column 9,Reference column 10,Statistical Amount,Currency Conversion Type,Currency Conversion Date,Currency Conversion Rate,Interface Group Identifier,Context field for Journal Entry Line DFF,ATTRIBUTE1 Value for Journal Entry Line DFF,ATTRIBUTE2 Value for Journal Entry Line DFF,Attribute3 Value for Journal Entry Line DFF,Attribute4 Value for Journal Entry Line DFF,Attribute5 Value for Journal Entry Line DFF,Attribute6 Value for Journal Entry Line DFF,Attribute7 Value for Journal Entry Line DFF,Attribute8 Value for Journal Entry Line DFF,Attribute9 Value for Journal Entry Line DFF,Attribute10 Value for Journal Entry Line DFF,Attribute11 Value for Captured Information DFF,Attribute12 Value for Captured Information DFF,Attribute13 Value for Captured Information DFF,Attribute14 Value for Captured Information DFF,Attribute15 Value for Captured Information DFF,Attribute16 Value for Captured Information DFF,Attribute17 Value for Captured Information DFF,Attribute18 Value for Captured Information DFF,Attribute19 Value for Captured Information DFF,Attribute20 Value for Captured Information DFF,Context field for Captured Information DFF,Average Journal Flag,Clearing Company,Ledger Name,Encumbrance Type ID,Reconciliation Reference
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,13,11301015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1111,11,11401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,11,20401003,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,19301041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,17801010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12001029,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12221023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12220010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12203072,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12207021,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12218059,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12219027,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12221020,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12202023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12209013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12211119,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12211122,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,17101011,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,14,17101009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12401043,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,19401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,12501041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12801042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12804013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12804014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12804015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12804016,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12813012,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1112,12,12813010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,19001008,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,11101,10009,1121,11,20201012,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,10101085,00,0000,0000,,,,,,,,,,,,,,,,,,,,,148.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,10201024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,15001013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,13301025,00,0000,0000,,,,,,,,,,,,,,,,,,,,,29.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1111,12,13309005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,24.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1111,12,13304015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,319.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1122,11,12201152,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12201164,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12201166,00,0000,0000,,,,,,,,,,,,,,,,,,,,,7.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,10701017,00,0000,0000,,,,,,,,,,,,,,,,,,,,,52.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,10501026,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,10501024,00,0000,0000,,,,,,,,,,,,,,,,,,,,,34.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,10801079,00,0000,0000,,,,,,,,,,,,,,,,,,,,,38.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,21101005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,332.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,21101001,00,0000,0000,,,,,,,,,,,,,,,,,,,,,67.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,21101004,00,0000,0000,,,,,,,,,,,,,,,,,,,,,4.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,11102014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1111,13,20001009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,164.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,20001007,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,20001005,00,0000,0000,,,,,,,,,,,,,,,,,,,,,23.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,11101014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,21301001,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,11201042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,54.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,11201039,00,0000,0000,,,,,,,,,,,,,,,,,,,,,479.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,11201037,00,0000,0000,,,,,,,,,,,,,,,,,,,,,7.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,13,11301015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,7.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1111,11,11401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,516.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1112,11,20401003,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,19301041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,17801010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12001029,00,0000,0000,,,,,,,,,,,,,,,,,,,,,5.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12221023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12220010,00,0000,0000,,,,,,,,,,,,,,,,,,,,,8.51,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12203072,00,0000,0000,,,,,,,,,,,,,,,,,,,,,11.53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12207021,00,0000,0000,,,,,,,,,,,,,,,,,,,,,9.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12218059,00,0000,0000,,,,,,,,,,,,,,,,,,,,,74.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12219027,00,0000,0000,,,,,,,,,,,,,,,,,,,,,48.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12221020,00,0000,0000,,,,,,,,,,,,,,,,,,,,,5.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12202023,00,0000,0000,,,,,,,,,,,,,,,,,,,,,9.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12209013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,18.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12211119,00,0000,0000,,,,,,,,,,,,,,,,,,,,,16.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12211122,00,0000,0000,,,,,,,,,,,,,,,,,,,,,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,17101011,00,0000,0000,,,,,,,,,,,,,,,,,,,,,2.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,14,17101009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12401043,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,19401009,00,0000,0000,,,,,,,,,,,,,,,,,,,,,0.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Offshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1121,11,12501041,00,0000,0000,,,,,,,,,,,,,,,,,,,,,132.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1112,12,12801042,00,0000,0000,,,,,,,,,,,,,,,,,,,,,26.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1112,12,12804013,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1112,12,12804014,00,0000,0000,,,,,,,,,,,,,,,,,,,,,3.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC cost,Onshore,NEW,300000005557718,2022-01-31,Manual,Manual,USD,2022-02-01,A,11,6100017,12101,10002,1112,12,12804015,00,0000,0000,,,,,,,,,,,,,,,,,,,,,1.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
